Aeronave,Destination_Type,Origin_Type,Capacity,Passengers,Bookings,Route,STD_Month,STA_Month,STD_Block,STA_Block
XA-VIS,6,1,186,,,146,4,4,23,1
XA-VBV,6,3,220,,,145,1,1,16,17
XA-VBI,6,1,220,,,136,3,3,14,16
XA-VAR,6,3,186,,,142,3,3,11,13
XA-VIK,6,3,186,,,142,2,2,11,13
XA-VBU,6,1,220,,,136,4,4,7,9
XA-VBP,6,3,220,,,143,2,2,20,22
XA-VXI,6,5,240,,,138,1,1,24,1
XA-VXL,6,3,240,,,137,1,1,15,16
XA-VAJ,6,3,186,,,142,2,2,11,13
XA-VBT,6,3,220,,,145,2,2,15,16
XA-VAV,6,3,186,,,142,3,3,11,13
XA-VBT,6,1,220,,,141,3,3,10,12
XA-VBP,6,1,220,,,136,3,3,7,9
XA-VXC,6,1,240,,,139,3,3,10,12
XA-VXL,6,3,240,,,137,1,1,15,16
XA-VBH,6,3,240,,,143,3,3,20,22
XA-VBH,6,5,240,,,138,3,3,14,16
XA-VBH,6,1,240,,,141,3,3,10,12
XA-VXC,6,3,240,,,137,1,1,12,14
XA-VBX,6,5,240,,,138,2,2,14,16
XA-VAC,6,1,180,,,146,4,4,23,1
XA-VBT,6,1,220,,,136,3,3,14,16
XA-VBJ,6,1,220,,,139,3,3,10,12
XA-VIY,6,1,186,,,139,4,4,10,12
XA-VAV,6,5,186,,,138,4,4,15,16
XA-VXE,6,5,240,,,138,3,3,14,16
XA-VXN,6,1,240,,,136,3,3,20,22
XA-VCC,6,1,230,,,136,3,3,14,16
XA-VXR,6,1,240,,,139,3,3,10,12
XA-VIN,6,3,186,,,142,3,3,11,13
XA-VXE,6,1,240,,,136,4,4,5,7
XA-VXB,6,3,240,,,144,1,1,9,11
XA-VBA,6,3,240,,,143,1,1,20,22
XA-VIN,6,3,186,,,142,2,2,11,13
XA-VBQ,6,1,220,,,136,2,2,21,23
XA-VAJ,6,3,186,,,142,3,3,11,13
XA-VBI,6,1,220,,,139,2,2,10,12
XA-VXM,6,1,240,,,136,4,4,5,7
XA-VBQ,6,1,220,,,136,4,4,22,24
XA-VYF,6,1,180,,,141,4,4,20,22
XA-VBH,6,1,240,,,136,2,2,7,9
XA-VIK,6,1,186,,,146,3,4,23,1
XA-VAV,6,1,186,,,141,4,4,10,12
XA-VXM,6,1,240,,,136,4,4,5,7
XA-VXC,6,3,240,,,145,1,1,8,9
XA-VIK,6,1,186,,,146,4,4,23,1
XA-VAW,6,3,186,,,142,2,2,11,13
XA-VXB,6,5,240,,,138,1,1,15,16
XA-VBV,6,5,220,,,138,3,3,15,16
XA-VBZ,6,1,236,,,139,2,2,10,12
XA-VBP,6,1,220,,,136,2,2,14,16
XA-VXQ,6,1,240,,,136,4,4,5,7
XA-VXN,6,1,240,,,139,2,2,21,23
XA-VYB,6,1,180,,,136,2,2,14,16
XA-VBW,6,1,220,,,136,5,5,22,24
XA-VXL,6,1,240,,,146,2,2,23,1
XA-VXK,6,1,240,,,136,1,1,10,12
XA-VCC,6,1,230,,,136,4,4,20,22
XA-VBH,6,1,240,,,136,4,4,23,24
XA-VBP,6,1,220,,,146,3,3,23,1
XA-VBH,6,1,240,,,139,1,1,16,18
XA-VIY,6,3,186,,,137,4,4,14,16
XA-VXE,6,1,240,,,136,2,2,21,23
XA-VIS,6,3,186,,,137,4,4,14,16
XA-VIS,6,1,186,,,139,4,4,23,1
XA-VXB,6,1,240,,,139,1,1,10,12
XA-VBI,6,5,220,,,138,1,1,14,16
XA-VBJ,6,3,220,,,145,3,3,15,16
XA-VXH,6,1,240,,,136,3,3,14,16
XA-VBI,6,1,220,,,136,3,3,14,16
XA-VBW,6,1,220,,,136,2,2,14,16
XA-VAU,6,1,186,,,141,4,4,10,12
XA-VXA,6,1,240,,,139,1,1,21,24
XA-VBW,6,1,220,,,136,4,4,23,24
XA-VBX,6,3,240,,,143,1,1,20,22
XA-VXA,6,1,240,,,139,2,2,10,12
XA-VAK,6,1,186,,,139,4,4,23,1
XA-VAJ,6,3,186,,,140,4,4,20,22
XA-VXE,6,1,240,,,136,4,4,23,24
XA-VXC,6,1,240,,,146,3,3,23,1
XA-VAJ,6,1,186,,,141,4,4,10,12
XA-VBQ,6,1,220,,,139,2,2,10,12
XA-VXP,6,5,240,,,138,2,2,14,16
XA-VXM,6,1,240,,,136,4,4,5,7
XA-VBM,6,3,240,,,143,1,1,20,22
XA-VAA,6,1,186,,,141,3,3,20,23
XA-VBQ,6,3,220,,,145,3,3,15,16
XA-VBP,6,3,220,,,140,1,1,20,21
XA-VXC,6,1,240,,,139,3,3,21,23
XA-VXD,6,1,240,,,136,4,4,23,24
XA-VIH,6,3,186,,,142,1,1,11,13
XA-VXF,6,1,240,,,146,3,3,23,1
XA-VBV,6,3,220,,,140,1,1,16,18
XA-VXE,6,3,240,,,143,1,1,15,17
XA-VXQ,6,1,240,,,136,4,4,22,24
XA-VBU,6,3,220,,,142,1,1,11,13
XA-VBI,6,1,220,,,141,2,2,10,12
XA-VBQ,6,1,220,,,136,4,4,22,24
XA-VBV,6,1,220,,,136,1,1,7,9
XA-VCC,6,1,230,,,136,3,3,20,22
XA-VAK,6,1,186,,,146,5,5,23,1
XA-VXC,6,1,240,,,146,3,3,23,1
XA-VIK,6,3,186,,,142,3,3,11,13
XA-VXE,6,3,240,,,144,2,2,19,22
XA-VXC,6,1,240,,,139,1,1,23,1
XA-VBU,6,1,220,,,139,3,3,10,12
XA-VIN,6,1,186,,,139,5,5,10,12
XA-VBW,6,1,220,,,139,3,3,21,23
XA-VCC,6,1,230,,,136,3,3,14,16
XA-VBT,6,1,220,,,141,2,2,10,12
XA-VAV,6,1,186,,,141,4,4,20,22
XA-VAJ,6,1,186,,,146,4,4,23,1
XA-VAK,6,3,186,,,145,5,5,15,16
XA-VXI,6,1,240,,,139,1,1,6,8
XA-VXI,6,3,240,,,137,1,1,12,13
XA-VAV,6,3,186,,,137,4,4,14,16
XA-VXO,6,1,240,,,136,3,3,7,9
XA-VIN,6,3,186,,,143,5,5,15,17
XA-VBV,6,3,220,,,143,1,1,16,18
XA-VXD,6,1,240,,,136,2,2,14,16
XA-VBW,6,1,220,,,136,4,4,23,24
XA-VIL,6,3,186,,,142,2,2,11,13
XA-VBN,6,1,220,,,139,3,3,10,12
XA-VII,6,1,186,,,136,4,4,20,22
XA-VIX,6,5,186,,,138,4,4,15,16
XA-VBT,6,1,220,,,136,2,2,20,22
XA-VAC,6,1,180,,,141,4,4,20,22
XA-VAW,6,3,186,,,142,3,3,11,13
XA-VXC,6,1,240,,,139,3,3,10,12
XA-VIU,6,3,186,,,142,1,1,11,13
XA-VIX,6,1,186,,,136,3,3,14,16
XA-VBW,6,3,220,,,137,3,3,15,16
XA-VBI,6,1,220,,,136,1,1,14,16
XA-VCC,6,1,230,,,141,2,2,10,12
XA-VBI,6,1,220,,,139,1,1,21,24
XA-VXE,6,1,240,,,139,3,3,10,12
XA-VBV,6,1,220,,,136,4,4,7,9
XA-VYA,6,3,180,,,144,3,3,9,11
XA-VBT,6,3,220,,,144,2,2,19,22
XA-VXP,6,3,240,,,142,4,4,11,13
XA-VBN,6,3,220,,,137,3,3,15,16
XA-VAX,6,5,186,,,138,4,4,15,16
XA-VXL,6,1,240,,,136,4,4,6,7
XA-VIN,6,3,186,,,143,5,5,20,22
XA-VBP,6,1,220,,,136,4,4,20,22
XA-VXC,6,1,240,,,141,3,3,10,12
XA-VAC,6,3,180,,,142,2,2,11,13
XA-VBU,6,1,220,,,141,1,1,10,12
XA-VYB,6,3,180,,,142,2,2,11,13
XA-VXR,6,3,240,,,137,3,3,15,16
XA-VXK,6,1,240,,,136,1,1,7,9
XA-VBT,6,1,220,,,141,2,2,10,12
XA-VAR,6,1,186,,,139,4,4,23,1
XA-VBX,6,1,240,,,146,2,2,23,1
XA-VBM,6,1,240,,,139,1,1,13,15
XA-VAQ,6,1,186,,,146,4,4,9,11
XA-VBH,6,1,240,,,136,3,3,20,22
XA-VBX,6,1,240,,,136,2,2,20,22
XA-VYD,6,3,180,,,142,2,2,11,13
XA-VBZ,6,1,236,,,136,3,3,7,9
XA-VII,6,3,186,,,137,5,5,14,16
XA-VIP,6,1,186,,,146,4,4,23,1
XA-VXI,6,3,240,,,140,1,1,20,21
XA-VBQ,6,1,220,,,141,1,1,10,12
XA-VAV,6,1,186,,,141,3,3,19,22
XA-VBI,6,1,220,,,141,2,2,10,12
XA-VXB,6,3,240,,,144,1,1,13,15
XA-VBX,6,1,240,,,141,2,2,10,12
XA-VXK,6,1,240,,,136,4,4,22,24
XA-VBJ,6,3,220,,,140,3,3,20,22
XA-VBJ,6,1,220,,,146,3,3,23,1
XA-VBX,6,3,240,,,142,4,4,11,13
XA-VAJ,6,3,186,,,145,4,4,15,16
XA-VIA,6,3,186,,,142,1,1,11,13
XA-VAM,6,1,180,,,146,4,4,23,1
XA-VXH,6,1,240,,,139,1,1,21,24
XA-VBI,6,1,220,,,139,1,1,21,24
XA-VXH,6,1,240,,,139,3,3,21,23
XA-VBX,6,1,240,,,136,1,1,20,22
XA-VBV,6,1,220,,,139,1,1,21,23
XA-VBP,6,1,220,,,136,1,1,20,22
XA-VBX,6,1,240,,,136,2,2,20,22
XA-VBH,6,3,240,,,142,1,1,11,13
XA-VXK,6,1,240,,,136,2,2,20,22
XA-VAO,6,1,186,,,139,4,4,23,1
XA-VIK,6,3,186,,,145,4,4,15,16
XA-VXL,6,1,240,,,139,2,2,10,12
XA-VAE,6,1,186,,,139,4,4,23,1
XA-VBQ,6,1,220,,,146,1,1,23,1
XA-VXL,6,1,240,,,136,4,4,5,7
XA-VBK,6,1,240,,,136,1,1,10,12
XA-VBA,6,1,240,,,146,1,1,23,1
XA-VAR,6,3,186,,,142,2,2,11,13
XA-VBV,6,1,220,,,136,5,5,7,9
XA-VXE,6,1,240,,,141,2,2,10,12
XA-VAA,6,3,186,,,142,3,3,11,13
XA-VXN,6,1,240,,,136,4,4,7,9
XA-VAC,6,3,180,,,142,2,2,11,13
XA-VAM,6,3,180,,,142,1,1,11,13
XA-VCC,6,1,230,,,136,3,3,7,9
XA-VIL,6,3,186,,,145,4,4,15,16
XA-VXR,6,1,240,,,139,3,3,21,23
XA-VAV,6,3,186,,,137,4,4,14,16
XA-VYF,6,1,180,,,141,4,4,10,12
XA-VXD,6,1,240,,,136,3,3,20,22
XA-VBQ,6,1,220,,,141,1,1,10,12
XA-VAO,6,3,186,,,144,4,4,15,17
XA-VYE,6,3,180,,,142,1,1,11,13
XA-VIS,6,1,186,,,139,4,4,10,12
XA-VYB,6,3,180,,,137,4,4,14,16
XA-VIL,6,3,186,,,142,3,3,11,13
XA-VBN,6,1,220,,,146,3,3,23,1
XA-VBP,6,3,220,,,143,3,3,20,22
XA-VXK,6,1,240,,,136,1,1,20,22
XA-VXL,6,5,240,,,138,2,2,15,16
XA-VAC,6,1,180,,,141,4,4,10,12
XA-VAV,6,3,186,,,142,3,3,11,13
XA-VAE,6,1,186,,,136,1,1,20,22
XA-VXE,6,1,240,,,139,1,1,10,12
XA-VBZ,6,1,236,,,136,3,3,7,9
XA-VXO,6,1,240,,,136,1,1,7,9
XA-VIY,6,3,186,,,144,4,4,15,17
XA-VAV,6,3,186,,,137,4,4,15,16
XA-VBQ,6,1,220,,,146,1,1,23,1
XA-VXP,6,1,240,,,136,2,2,7,9
XA-VYD,6,1,180,,,136,4,4,20,22
XA-VBK,6,1,240,,,139,2,2,21,23
XA-VXO,6,1,240,,,136,1,1,10,12
XA-VYB,6,1,180,,,136,1,1,14,16
XA-VBM,6,1,240,,,136,4,4,7,9
XA-VYB,6,1,180,,,139,4,4,10,12
XA-VIY,6,3,186,,,143,4,4,15,17
XA-VIY,6,1,186,,,146,4,4,23,1
XA-VBI,6,1,220,,,136,2,2,7,9
XA-VXR,6,3,240,,,137,3,3,15,16
XA-VBQ,6,1,220,,,146,1,1,23,1
XA-VXE,6,1,240,,,139,2,2,21,23
XA-VIY,6,1,186,,,139,4,4,23,1
XA-VXI,6,1,240,,,136,2,2,20,22
XA-VBX,6,1,240,,,146,2,2,23,1
XA-VBN,6,1,220,,,136,4,4,7,9
XA-VIS,6,5,186,,,138,4,4,14,16
XA-VXP,6,1,240,,,136,2,2,20,22
XA-VXM,6,3,240,,,137,1,1,12,14
XA-VBK,6,3,240,,,137,2,2,15,16
XA-VYD,6,1,180,,,136,1,1,15,17
XA-VXL,6,1,240,,,141,2,2,10,12
9H-SWM,5,4,178,,,148,2,2,21,23
9H-AMV,5,4,178,,,150,2,2,16,17
XA-VAT,5,4,186,,,150,3,3,11,13
XA-VAW,5,3,186,,,149,2,2,7,8
XA-VBX,5,1,240,,,153,2,2,19,21
XA-VXF,5,4,240,,,148,4,4,11,13
9H-MLY,5,3,178,,,158,3,3,9,11
XA-VBN,5,1,220,,,153,3,3,18,19
9H-AMI,5,1,178,,,160,4,4,9,11
9H-AMI,5,1,178,,,160,4,4,9,11
XA-VIL,5,4,186,,,148,2,2,13,15
9H-SWM,5,2,178,,,157,2,2,14,18
9H-AML,5,4,178,,,148,4,4,14,15
XA-VXL,5,4,240,,,164,2,2,17,19
XA-VIX,5,1,186,,,153,1,1,6,8
9H-SWB,5,1,178,,,160,4,4,17,19
9H-MLV,5,3,178,,,149,4,4,18,20
XA-VBU,5,3,220,,,168,3,3,8,10
XA-VXI,5,2,240,,,152,4,4,7,8
XA-VXH,5,2,240,,,157,4,4,10,13
9H-AMM,5,2,178,,,157,2,2,20,24
XA-VXM,5,1,240,,,153,1,1,13,15
XA-VBH,5,1,240,,,153,2,2,10,12
XA-VXA,5,5,240,,,161,2,2,7,9
9H-SWJ,5,3,178,,,154,3,3,9,10
XA-VIK,5,5,186,,,161,4,4,23,1
9H-SWB,5,3,178,,,158,2,2,9,11
9H-SWJ,5,4,178,,,148,4,4,8,9
XA-VIH,5,3,186,,,163,2,2,7,8
XA-VAA,5,3,186,,,149,3,3,15,16
9H-AMI,5,1,178,,,160,4,4,17,19
XA-VBV,5,3,220,,,168,4,4,21,24
XA-VBP,5,1,220,,,153,2,2,18,19
XA-VAC,5,1,180,,,153,3,3,23,1
XA-VBI,5,1,220,,,153,2,2,9,11
XA-VXL,5,1,240,,,160,2,2,11,12
XA-VXA,5,1,240,,,153,2,2,13,15
XA-VXE,5,2,240,,,152,2,2,7,9
XA-VAA,5,3,186,,,167,3,3,23,1
XA-VIL,5,4,186,,,148,2,2,13,15
XA-VBY,5,3,240,,,174,3,3,21,22
9H-SWB,5,4,178,,,148,2,2,21,23
9H-SWB,5,2,178,,,157,2,2,9,14
XA-VXI,5,5,240,,,162,3,3,14,16
9H-AML,5,4,178,,,150,4,4,17,18
9H-SWC,5,2,178,,,157,1,1,9,14
XA-VBH,5,1,240,,,153,4,4,17,19
9H-MLC,5,1,178,,,155,2,2,18,19
XA-VXF,5,5,240,,,161,2,2,7,9
XA-VBY,5,1,240,,,153,1,1,10,12
XA-VBT,5,3,220,,,154,3,3,18,19
XA-VXK,5,1,240,,,153,3,3,8,10
XA-VIH,5,4,186,,,150,3,3,15,16
9H-AMM,5,4,178,,,148,2,2,18,19
XA-VXK,5,2,240,,,152,3,3,24,1
9H-AML,5,2,178,,,157,3,3,15,18
9H-AMV,5,1,178,,,155,1,1,19,21
XA-VIA,5,3,186,,,151,1,1,22,23
XA-VBV,5,1,220,,,153,1,1,19,21
XA-VBM,5,1,240,,,153,1,1,13,15
XA-VIS,5,5,186,,,175,3,3,19,21
9H-SWJ,5,3,178,,,149,3,3,15,16
9H-MLV,5,4,178,,,176,3,3,20,21
XA-VAE,5,3,186,,,159,5,5,14,17
9H-SWF,5,3,178,,,158,4,4,23,24
XA-VCC,5,1,230,,,153,5,5,19,21
9H-AMM,5,4,178,,,172,2,2,18,20
XA-VIH,5,3,186,,,168,4,4,21,24
9H-SWM,5,4,178,,,148,1,1,18,19
XA-VXE,5,1,240,,,153,3,3,24,1
XA-VBU,5,2,220,,,152,3,3,24,1
XA-VAE,5,5,186,,,175,4,5,23,1
XA-VBN,5,4,220,,,156,4,4,13,15
XA-VYE,5,3,180,,,149,4,4,7,8
9H-SWB,5,2,178,,,157,1,1,9,14
9H-SWM,5,1,178,,,153,2,2,13,15
9H-SWM,5,1,178,,,153,3,3,13,15
XA-VBM,5,1,240,,,153,4,4,23,1
XA-VYE,5,3,180,,,149,3,3,22,24
9H-SWM,5,4,178,,,156,3,3,8,10
9H-AMV,5,3,178,,,163,4,4,18,19
9H-AML,5,3,178,,,158,4,4,23,24
XA-VXD,5,1,240,,,153,1,1,13,15
9H-AMJ,5,3,178,,,158,4,4,23,24
9H-SWM,5,4,178,,,148,1,1,23,24
XA-VAN,5,3,186,,,171,5,5,23,24
XA-VBP,5,3,220,,,166,1,1,23,1
XA-VXA,5,5,240,,,161,1,1,23,1
9H-AMV,5,4,178,,,148,3,3,18,19
XA-VXH,5,4,240,,,164,3,3,17,19
XA-VBU,5,1,220,,,153,1,1,15,17
XA-VBH,5,2,240,,,152,1,1,7,9
9H-SWM,5,5,178,,,162,1,1,22,1
XA-VIN,5,4,186,,,173,3,3,14,16
9H-MLV,5,4,178,,,148,4,4,14,15
9H-AMV,5,4,178,,,148,2,2,11,12
XA-VAJ,5,3,186,,,169,3,3,14,18
XA-VBT,5,1,220,,,153,1,1,18,19
9H-SWC,5,1,178,,,155,1,1,14,16
XA-VBU,5,1,220,,,153,4,4,23,1
XA-VBY,5,1,240,,,153,2,2,18,19
9H-SWM,5,4,178,,,178,4,4,15,17
XA-VBQ,5,1,220,,,153,1,1,8,10
XA-VIK,5,1,186,,,153,1,1,6,8
9H-AMV,5,1,178,,,160,1,1,21,23
XA-VBA,5,4,240,,,148,1,1,18,19
9H-SWJ,5,1,178,,,155,2,2,9,10
XA-VXP,5,3,240,,,149,4,4,7,8
9H-MLY,5,4,178,,,148,3,3,20,21
XA-VIB,5,4,186,,,148,5,5,13,15
XA-VXO,5,3,240,,,154,3,3,18,19
9H-MLV,5,3,178,,,159,3,3,10,13
9H-MLC,5,1,178,,,155,2,2,7,8
XA-VBU,5,5,220,,,161,3,3,22,1
XA-VIL,5,2,186,,,157,3,3,15,18
XA-VBV,5,1,220,,,153,3,3,17,19
9H-AMM,5,4,178,,,148,1,1,11,12
XA-VAM,5,1,180,,,155,4,4,9,10
XA-VYF,5,1,180,,,153,1,1,21,22
9H-MLY,5,3,178,,,171,4,4,23,24
9H-MLY,5,4,178,,,150,1,1,23,1
9H-SWJ,5,4,178,,,156,3,3,8,10
XA-VAN,5,3,186,,,166,4,4,15,17
XA-VXP,5,5,240,,,161,2,2,7,9
XA-VAC,5,3,180,,,167,2,2,9,11
XA-VBT,5,1,220,,,153,3,3,19,21
9H-SWA,5,1,178,,,153,3,3,23,1
XA-VAQ,5,4,186,,,164,2,2,17,19
XA-VBP,5,1,220,,,153,4,4,17,19
XA-VBT,5,1,220,,,153,3,3,17,19
9H-AMM,5,3,178,,,149,2,2,15,16
XA-VBH,5,5,240,,,161,2,2,22,24
XA-VXF,5,1,240,,,153,2,2,18,19
XA-VIP,5,1,186,,,153,4,4,7,9
XA-VXJ,5,3,240,,,149,4,4,7,8
9H-MLY,5,3,178,,,159,3,3,10,13
9H-AMP,5,3,178,,,158,3,3,23,1
XA-VXF,5,1,240,,,153,1,1,23,1
XA-VAO,5,3,186,,,154,4,4,7,9
XA-VIH,5,3,186,,,163,2,2,22,23
XA-VBT,5,3,220,,,180,1,1,14,17
XA-VXF,5,5,240,,,162,4,4,19,22
XA-VXN,5,2,240,,,152,2,2,7,9
XA-VBI,5,4,220,,,156,2,2,18,21
9H-MLY,5,1,178,,,155,4,4,14,16
XA-VBX,5,1,240,,,153,5,5,21,22
XA-VBP,5,4,220,,,150,5,5,21,23
XA-VBY,5,1,240,,,153,3,3,17,19
9H-AML,5,1,178,,,153,3,3,8,10
XA-VXE,5,3,240,,,163,2,2,7,8
9H-MLV,5,3,178,,,158,2,2,9,11
XA-VIP,5,3,186,,,163,4,4,23,1
9H-AMM,5,4,178,,,148,3,3,18,19
9H-MLV,5,3,178,,,167,4,4,9,11
9H-AMM,5,1,178,,,153,2,2,23,1
9H-AMJ,5,3,178,,,158,4,4,23,24
XA-VAV,5,4,186,,,164,4,4,13,16
XA-VXG,5,3,240,,,174,1,1,20,22
XA-VBU,5,4,220,,,156,1,1,18,21
9H-MLV,5,5,178,,,162,2,2,18,20
XA-VIT,5,1,186,,,155,1,1,7,8
9H-SWB,5,1,180,,,160,3,3,7,8
9H-AMJ,5,3,178,,,167,5,5,22,24
9H-AMV,5,4,178,,,150,4,4,21,23
9H-SWM,5,4,178,,,156,2,2,17,19
XA-VII,5,3,186,,,151,2,2,7,8
XA-VBH,5,1,240,,,153,2,2,17,18
9H-MLV,5,1,178,,,153,2,2,15,17
9H-MLY,5,1,178,,,160,2,2,21,23
XA-VAJ,5,3,186,,,149,3,3,22,24
9H-SWA,5,4,178,,,148,3,3,14,15
XA-VYA,5,3,180,,,151,1,1,7,8
9H-MLV,5,3,178,,,167,4,4,22,24
XA-VBK,5,1,240,,,155,1,1,14,16
9H-SWC,5,1,178,,,155,3,3,7,8
XA-VAO,5,3,186,,,163,3,3,22,23
XA-VBQ,5,1,220,,,153,1,1,13,15
XA-VIX,5,3,186,,,151,4,4,22,23
XA-VBX,5,5,240,,,161,1,1,22,24
XA-VBY,5,3,240,,,163,1,1,19,21
XA-VAC,5,4,180,,,172,4,4,14,16
9H-SWJ,5,3,178,,,168,2,2,18,20
9H-AMM,5,4,178,,,148,4,4,18,20
XA-VAU,5,3,186,,,149,3,3,7,8
XA-VXI,5,1,240,,,155,4,4,21,22
9H-SWB,5,2,178,,,157,1,1,14,18
9H-MLV,5,4,178,,,150,4,4,11,13
XA-VBN,5,3,220,,,151,1,1,18,19
XA-VBX,5,4,240,,,148,1,1,11,12
XA-VBU,5,5,220,,,161,3,3,7,9
XA-VBJ,5,4,220,,,148,2,2,11,12
9H-SWI,5,1,178,,,155,4,4,18,19
9H-SWB,5,1,178,,,153,2,2,8,10
XA-VIH,5,1,186,,,160,2,2,7,8
9H-MLY,5,1,178,,,160,3,3,13,15
9H-MLY,5,4,178,,,148,2,2,18,19
9H-SWF,5,1,178,,,155,4,4,21,22
9H-AMP,5,3,178,,,149,3,3,15,16
XA-VBT,5,1,220,,,153,1,1,13,15
9H-AMJ,5,1,178,,,153,3,3,23,1
XA-VIP,5,3,186,,,154,4,4,22,24
XA-VAN,5,1,186,,,153,1,1,6,8
9H-MLB,5,1,178,,,155,3,3,18,19
9H-SWJ,5,2,178,,,157,3,3,21,24
XA-VIK,5,1,186,,,153,1,1,23,1
XA-VIU,5,1,186,,,155,1,1,19,21
XA-VBX,5,5,240,,,161,2,2,7,9
XA-VIY,5,3,186,,,170,4,4,9,12
9H-SWA,5,3,178,,,149,4,4,18,20
XA-VBK,5,1,240,,,153,1,1,17,18
XA-VBH,5,3,240,,,163,3,3,22,23
XA-VAM,5,3,180,,,163,3,3,21,22
XA-VAQ,5,1,186,,,160,1,1,13,15
9H-SWB,5,3,178,,,159,2,2,10,13
XA-VIL,5,2,186,,,152,3,3,10,11
XA-VBU,5,2,220,,,152,4,4,23,24
XA-VXK,5,4,240,,,164,4,4,17,19
9H-SWJ,5,4,178,,,148,2,2,18,19
XA-VBV,5,3,220,,,167,2,2,9,11
9H-MLV,5,4,178,,,148,3,3,11,13
9H-AMJ,5,1,178,,,153,4,4,9,11
XA-VIL,5,4,186,,,176,5,5,18,19
XA-VAA,5,3,186,,,167,3,3,9,11
XA-VII,5,1,186,,,153,4,4,6,8
9H-SWD,5,3,178,,,166,4,4,14,16
XA-VBX,5,4,240,,,164,3,3,17,19
XA-VIB,5,3,186,,,166,4,4,22,24
9H-SWJ,5,4,178,,,156,3,3,9,11
XA-VXH,5,3,240,,,167,2,2,23,1
XA-VYB,5,1,180,,,160,3,3,13,15
9H-SWM,5,4,178,,,148,3,3,11,13
XA-VBQ,5,2,220,,,152,5,5,7,8
XA-VBT,5,1,220,,,153,4,4,19,21
XA-VXE,5,1,240,,,153,1,1,15,17
XA-VBX,5,4,240,,,148,2,2,14,15
XA-VAU,5,3,186,,,154,3,3,9,10
XA-VBW,5,1,220,,,153,1,1,13,15
9H-SWD,5,4,178,,,164,3,3,17,19
XA-VBJ,5,3,220,,,179,5,5,22,24
XA-VYB,5,1,180,,,153,3,3,6,8
XA-VXE,5,1,240,,,153,4,4,15,17
XA-VXA,5,1,240,,,153,1,1,10,12
9H-AMP,5,4,178,,,148,3,3,11,13
XA-VAX,5,1,186,,,155,4,4,21,22
XA-VIH,5,3,186,,,166,4,4,24,2
XA-VAY,5,3,186,,,166,5,5,23,1
9H-SWJ,5,2,178,,,157,3,3,14,18
9H-SWA,5,4,178,,,148,4,4,14,15
XA-VIE,5,1,186,,,153,2,2,17,18
XA-VIL,5,1,186,,,160,2,2,7,8
9H-MLV,5,3,178,,,149,4,4,18,20
XA-VXA,5,4,240,,,148,2,2,14,15
XA-VAV,5,1,186,,,153,5,5,9,11
XA-VAY,5,4,186,,,148,3,3,13,15
9H-SWA,5,1,178,,,153,3,3,10,12
9H-AMJ,5,3,178,,,159,3,3,22,1
XA-VBU,5,1,220,,,153,3,3,8,10
9H-MLY,5,3,178,,,158,4,4,23,24
XA-VXI,5,1,240,,,153,2,3,23,1
XA-VBV,5,4,220,,,148,4,4,19,21
XA-VIP,5,4,186,,,148,1,1,13,15
9H-AMM,5,1,178,,,153,2,2,23,1
XA-VAO,5,1,186,,,153,3,3,9,11
XA-VAC,5,1,180,,,153,1,1,9,11
XA-VAT,5,5,186,,,162,1,1,22,1
XA-VBP,5,4,220,,,148,4,4,14,16
9H-SWJ,5,2,178,,,157,1,1,9,14
XA-VYF,5,3,180,,,163,2,2,22,23
XA-VBZ,5,1,236,,,153,2,2,19,21
XA-VBU,5,1,220,,,153,2,2,17,18
XA-VAP,5,4,186,,,156,2,2,22,24
9H-MLY,5,1,178,,,153,2,2,10,11
XA-VIX,5,1,186,,,155,4,4,9,10
9H-AMM,5,1,178,,,153,4,4,9,11
9H-AMV,5,3,178,,,149,3,3,15,16
XA-VAQ,5,3,186,,,171,1,1,17,18
XA-VXA,5,5,240,,,161,1,1,7,9
9H-AMI,5,1,178,,,155,3,3,9,10
XA-VBP,5,5,220,,,161,1,1,16,18
9H-SWC,5,4,178,,,148,1,1,21,23
XA-VAQ,5,3,186,,,149,1,1,7,8
XA-VBQ,5,3,220,,,154,1,1,22,24
9H-AMJ,5,4,178,,,150,4,4,21,23
XA-VCC,5,1,230,,,153,2,2,22,23
XA-VBI,5,3,220,,,154,2,2,18,19
9H-AMP,5,1,178,,,155,2,2,14,16
9H-MLV,5,3,178,,,158,2,2,9,11
XA-VAA,5,2,186,,,152,4,4,23,24
9H-MLB,5,1,178,,,155,4,4,7,8
9H-AML,5,4,178,,,150,4,4,11,13
XA-VAI,5,3,180,,,168,4,4,21,24
XA-VAP,5,3,186,,,168,4,4,21,24
XA-VAT,5,3,186,,,151,1,1,22,23
XA-VBI,5,4,220,,,150,1,1,15,16
9H-SWB,5,1,178,,,160,1,1,21,23
XA-VBU,5,3,220,,,180,3,3,15,17
9H-AMP,5,1,178,,,153,2,2,23,1
9H-SWJ,5,3,178,,,158,1,1,9,11
XA-VBQ,5,4,220,,,148,1,1,14,15
XA-VAM,5,3,180,,,171,3,3,16,18
XA-VXK,5,1,240,,,153,3,3,18,19
9H-AMV,5,1,178,,,160,1,1,21,23
9H-AMV,5,3,178,,,163,4,4,18,19
XA-VAX,5,3,186,,,149,3,3,22,24
XA-VAK,5,3,186,,,149,2,2,22,24
XA-VYA,5,1,180,,,153,3,3,6,8
XA-VXN,5,3,240,,,149,4,4,22,23
